Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Leander Dendoncker,75000,3900000,3900000,Wolverhampton,2021
Vicente Guaita,75000,3900000,3900000,Crystal Palace,2021
Takumi Minamino,75000,3900000,3900000,Liverpool,2021
Jesse Lingard,75000,3900000,3900000,Manchester United,2021
Steven Bergwijn,75000,3900000,3900000,Tottenham,2021
Ollie Watkins,75000,3900000,3900000,Aston Villa,2021
Joe Gomez,75000,3900000,3900000,Liverpool,2021
Ben Godfrey,75000,3900000,3900000,Everton,2021
Jean-Philippe Gbamin,75000,3900000,3900000,Everton,2021
Luka Milivojevic,75000,3900000,3900000,Crystal Palace,2021
Mason Greenwood,75000,3900000,3900000,Manchester United,2021
Lewis Dunk,75000,3900000,3900000,Brighton,2021
Douglas Luiz,75000,3900000,3900000,Aston Villa,2021
Giovani Lo Celso,70000,3640000,3640000,Tottenham,2021
Jacob Ramsey,70000,3640000,3640000,Aston Villa,2021
Ibrahima Konate,70000,3640000,3640000,Liverpool,2021
Winston Reid,70000,3640000,3640000,West Ham,2021
Allan,70000,3640000,3640000,Everton,2021
Bukayo Saka,70000,3640000,3640000,Arsenal,2021
Nikola Vlasic,70000,3640000,3640000,West Ham,2021
Manuel Lanzini,70000,3640000,3640000,West Ham,2021
Ricardo Pereira,70000,3640000,3640000,Leicester,2021
Jannik Vestergaard,70000,3640000,3640000,Leicester,2021
Gabriel Martinelli,70000,3640000,3640000,Arsenal,2021
Allan Saint-Maximin,70000,3640000,3640000,Newcastle,2021
Angelo Ogbonna,70000,3640000,3640000,West Ham,2021
Patrick Bamford,70000,3640000,3640000,Leeds,2021
Jonjo Shelvey,70000,3640000,3640000,Newcastle,2021
Mason Holgate,70000,3640000,3640000,Everton,2021
Tomas Soucek,65000,3380000,3380000,West Ham,2021
Stuart Armstrong,65000,3380000,3380000,Southampton,2021
Matt Doherty,65000,3380000,3380000,Tottenham,2021
Davinson Sanchez,65000,3380000,3380000,Tottenham,2021
Oriol Romeu,65000,3380000,3380000,Southampton,2021
Brandon Williams,65000,3380000,3380000,Norwich,2021
Timothy Castagne,65000,3380000,3380000,Leicester,2021
Lukasz Fabianski,65000,3380000,3380000,West Ham,2021
Cheikhou Kouyate,65000,3380000,3380000,Crystal Palace,2021
Pablo Fornals,65000,3380000,3380000,West Ham,2021
Nathaniel Phillips,65000,3380000,3380000,Liverpool,2021
Raphinha,63462,3300000,3300000,Leeds,2021
Ismaila Sarr,63077,3280000,3280000,Watford,2021
Adrian,60000,3120000,3120000,Liverpool,2021
Mohamed Elyounoussi,60000,3120000,3120000,Southampton,2021
Jan Bednarek,60000,3120000,3120000,Southampton,2021
Ozan Kabak,60000,3120000,3120000,Norwich,2021
Cenk Tosun,60000,3120000,3120000,Everton,2021
Danny Rose,60000,3120000,3120000,Watford,2021
Junior Firpo,60000,3120000,3120000,Leeds,2021
Dwight Gayle,60000,3120000,3120000,Newcastle,2021
Scott McTominay,60000,3120000,3120000,Manchester United,2021
Declan Rice,60000,3120000,3120000,West Ham,2021
Issa Diop,60000,3120000,3120000,West Ham,2021
Jarrod Bowen,60000,3120000,3120000,West Ham,2021
Phil Foden,60000,3120000,3120000,Manchester City,2021
Divock Origi,60000,3120000,3120000,Liverpool,2021
Daniel Podence,60000,3120000,3120000,Wolverhampton,2021
Loris Karius,60000,3120000,3120000,Liverpool,2021
Shane Long,60000,3120000,3120000,Southampton,2021
Nathan Redmond,60000,3120000,3120000,Southampton,2021
Aaron Ramsdale,60000,3120000,3120000,Arsenal,2021
Ben Davies,60000,3120000,3120000,Tottenham,2021
Vitalii Mykolenko,58000,3016000,3016000,Everton,2021
Luis Diaz,56000,2912000,2912000,Liverpool,2021
Adam Webster,55000,2860000,2860000,Brighton,2021
Ryan Sessegnon,55000,2860000,2860000,Tottenham,2021
Seamus Coleman,55000,2860000,2860000,Everton,2021
Danny Welbeck,55000,2860000,2860000,Brighton,2021
John McGinn,55000,2860000,2860000,Aston Villa,2021
Adam Armstrong,55000,2860000,2860000,Southampton,2021
Moussa Djenepo,55000,2860000,2860000,Southampton,2021
Takehiro Tomiyasu,55000,2860000,2860000,Arsenal,2021
Emil Krafth,55000,2860000,2860000,Newcastle,2021
Ben Mee,55000,2860000,2860000,Burnley,2021
Conor Coady,55000,2860000,2860000,Wolverhampton,2021
Adama Traore,55000,2860000,2860000,Wolverhampton,2021
Edouard Mendy,55000,2860000,2860000,Chelsea,2021
Said Benrahma,55000,2860000,2860000,West Ham,2021
Jairo Riedewald,55000,2860000,2860000,Crystal Palace,2021
James McArthur,55000,2860000,2860000,Crystal Palace,2021
Nampalys Mendy,55000,2860000,2860000,Leicester,2021
Willy Boly,55000,2860000,2860000,Wolverhampton,2021
Ibrahima Diallo,55000,2860000,2860000,Southampton,2021
Sergio Reguilon,53000,2756000,2756000,Tottenham,2021
Trezeguet,52500,2730000,2730000,Aston Villa,2021
Mohamed Elneny,50000,2600000,2600000,Arsenal,2021
Marc Cucurella,50000,2600000,2600000,Brighton,2021
Aaron Cresswell,50000,2600000,2600000,West Ham,2021
Pascal Gross,50000,2600000,2600000,Brighton,2021
Marc Guehi,50000,2600000,2600000,Crystal Palace,2021
Ashley Young,50000,2600000,2600000,Aston Villa,2021
Pedro Neto,50000,2600000,2600000,Wolverhampton,2021
James Tarkowski,50000,2600000,2600000,Burnley,2021
Maxwel Cornet,50000,2600000,2600000,Burnley,2021
Gabriel Magalhaes,50000,2600000,2600000,Arsenal,2021
Calum Chambers,50000,2600000,2600000,Arsenal,2021
Jeffrey Schlupp,50000,2600000,2600000,Crystal Palace,2021
Jean-Philippe Mateta,50000,2600000,2600000,Crystal Palace,2021
Harry Winks,50000,2600000,2600000,Tottenham,2021
James Tomkins,50000,2600000,2600000,Crystal Palace,2021
Alex McCarthy,50000,2600000,2600000,Southampton,2021
Ruben Neves,50000,2600000,2600000,Wolverhampton,2021
Mark Noble,50000,2600000,2600000,West Ham,2021
Albert Sambi Lokonga,50000,2600000,2600000,Arsenal,2021
Jack Harrison,50000,2600000,2600000,Leeds,2021
Chris Wood,50000,2600000,2600000,Burnley,2021
Axel Tuanzebe,50000,2600000,2600000,Aston Villa,2021
Kostas Tsimikas,50000,2600000,2600000,Liverpool,2021
Calum Chambers,50000,2600000,2600000,Aston Villa,2021
Daniel James,50000,2600000,2600000,Leeds,2021
Tom Cleverley,50000,2600000,2600000,Watford,2021
Erik Pieters,48077,2500000,2500000,Burnley,2021
Federico Fernandez,47308,2460000,2460000,Newcastle,2021
Ferran Torres,46154,2400000,2400000,Manchester City,2021
Zack Steffen,46000,2392000,2392000,Manchester City,2021
Callum Wilson,46000,2392000,2392000,Newcastle,2021
Stuart Dallas,45000,2340000,2340000,Leeds,2021
Jack Stephens,45000,2340000,2340000,Southampton,2021
Jurgen Locadia,45000,2340000,2340000,Brighton,2021
Ayoze Perez,45000,2340000,2340000,Leicester,2021
Morgan Sanson,45000,2340000,2340000,Aston Villa,2021
Caglar Soyuncu,45000,2340000,2340000,Leicester,2021
Marc Albrighton,45000,2340000,2340000,Leicester,2021
Asmir Begovic,45000,2340000,2340000,Everton,2021
Michael Olise,45000,2340000,2340000,Crystal Palace,2021
Keinan Davis,45000,2340000,2340000,Aston Villa,2021
Eddie Nketiah,45000,2340000,2340000,Arsenal,2021
Matt Ritchie,45000,2340000,2340000,Newcastle,2021
Bryan Mbeumo,45000,2340000,2340000,Brentford,2021
Tom Heaton,45000,2340000,2340000,Manchester United,2021
Milot Rashica,45000,2340000,2340000,Norwich,2021
Craig Dawson,45000,2340000,2340000,West Ham,2021
Lewis Baker,43269,2250000,2250000,Chelsea,2021
Miguel Almiron,42000,2184000,2184000,Newcastle,2021
Ryan Fraser,42000,2184000,2184000,Newcastle,2021
Ki-Jana Hoever,40385,2100000,2100000,Wolverhampton,2021
Jamaal Lascelles,40000,2080000,2080000,Newcastle,2021
Diego Llorente,40000,2080000,2080000,Leeds,2021
Ashley Barnes,40000,2080000,2080000,Burnley,2021
Josh Brownhill,40000,2080000,2080000,Burnley,2021
Martin Dubravka,40000,2080000,2080000,Newcastle,2021
Tyrick Mitchell,40000,2080000,2080000,Crystal Palace,2021
Emerson Royal,40000,2080000,2080000,Tottenham,2021
Harvey Barnes,40000,2080000,2080000,Leicester,2021
Arthur Masuaku,40000,2080000,2080000,West Ham,2021
Joel Veltman,40000,2080000,2080000,Brighton,2021
Danny Ward,40000,2080000,2080000,Leicester,2021
Rob Holding,40000,2080000,2080000,Arsenal,2021
Leandro Trossard,40000,2080000,2080000,Brighton,2021
Ben Gibson,40000,2080000,2080000,Norwich,2021
Robin Koch,40000,2080000,2080000,Leeds,2021
Ryan Fredericks,40000,2080000,2080000,West Ham,2021
Emile Smith Rowe,40000,2080000,2080000,Arsenal,2021
Fabian Schar,40000,2080000,2080000,Newcastle,2021
Solly March,40000,2080000,2080000,Brighton,2021
Bryan Gil,40000,2080000,2080000,Tottenham,2021
Shane Duffy,40000,2080000,2080000,Brighton,2021
Charly Musonda,40000,2080000,2080000,Chelsea,2021
Andros Townsend,40000,2080000,2080000,Everton,2021
Oliver Skipp,40000,2080000,2080000,Tottenham,2021
Joshua King,39231,2040000,2040000,Watford,2021
Ademola Lookman,39231,2040000,2040000,Leicester,2021
Oskar Buur,38462,2000000,2000000,Wolverhampton,2021
Jack Cork,38077,1980000,1980000,Burnley,2021
Jamal Lewis,38000,1976000,1976000,Newcastle,2021
Dale Stephens,37500,1950000,1950000,Burnley,2021
Ashley Westwood,35962,1870000,1870000,Burnley,2021
Tudor Baluta,35192,1830000,1830000,Brighton,2021
Wout Weghorst,35000,1820000,1820000,Burnley,2021
Ainsley Maitland-Niles,35000,1820000,1820000,Arsenal,2021
Matt Targett,35000,1820000,1820000,Aston Villa,2021
Christian Noergaard,35000,1820000,1820000,Brentford,2021
Kristoffer Ajer,35000,1820000,1820000,Brentford,2021
Rico Henry,35000,1820000,1820000,Brentford,2021
Neal Maupay,35000,1820000,1820000,Brighton,2021
Tariq Lamptey,35000,1820000,1820000,Brighton,2021
Jay Rodriguez,35000,1820000,1820000,Burnley,2021
Matej Vydra,35000,1820000,1820000,Burnley,2021
Marcus Bettinelli,35000,1820000,1820000,Chelsea,2021
Trevoh Chalobah,35000,1820000,1820000,Chelsea,2021
Jack Butland,35000,1820000,1820000,Crystal Palace,2021
Joel Ward,35000,1820000,1820000,Crystal Palace,2021
Jordan Ayew,35000,1820000,1820000,Crystal Palace,2021
Will Hughes,35000,1820000,1820000,Crystal Palace,2021
Youri Tielemans,35000,1820000,1820000,Leicester,2021
Ciaran Clark,35000,1820000,1820000,Newcastle,2021
Jacob Murphy,35000,1820000,1820000,Newcastle,2021
Javier Manquillo,35000,1820000,1820000,Newcastle,2021
Jeff Hendrick,35000,1820000,1820000,Newcastle,2021
Matt Targett,35000,1820000,1820000,Newcastle,2021
Paul Dummett,35000,1820000,1820000,Newcastle,2021
Lyanco,35000,1820000,1820000,Southampton,2021
Dan Gosling,35000,1820000,1820000,Watford,2021
Darren Randolph,35000,1820000,1820000,West Ham,2021
Vladimir Coufal,35000,1820000,1820000,West Ham,2021
Jonny Otto,35000,1820000,1820000,Wolverhampton,2021
Marcal,35000,1820000,1820000,Wolverhampton,2021
Ozan Tufan,33077,1720000,1720000,Watford,2021
Pierre Lees-Melou,31154,1620000,1620000,Norwich,2021
Anwar El Ghazi,30962,1610000,1610000,Aston Villa,2021
Anwar El Ghazi,30962,1610000,1610000,Everton,2021
Enock Mwepu,30769,1600000,1600000,Brighton,2021
Jack Clarke,30769,1600000,1600000,Tottenham,2021
Sam Byram,30000,1560000,1560000,Norwich,2021
Christian Kabasele,30000,1560000,1560000,Watford,2021
Johann Gudmundsson,30000,1560000,1560000,Burnley,2021
James Justin,30000,1560000,1560000,Leicester,2021
Nick Pope,30000,1560000,1560000,Burnley,2021
Alexis Mac Allister,30000,1560000,1560000,Brighton,2021
Romain Perraud,30000,1560000,1560000,Southampton,2021
Conor Gallagher,30000,1560000,1560000,Crystal Palace,2021
Lee Grant,30000,1560000,1560000,Manchester United,2021
Christian Eriksen,30000,1560000,1560000,Brentford,2021
Karl Darlow,30000,1560000,1560000,Newcastle,2021
Ben Foster,30000,1560000,1560000,Watford,2021
Eberechi Eze,30000,1560000,1560000,Crystal Palace,2021
Vitaly Janelt,30000,1560000,1560000,Brentford,2021
Che Adams,30000,1560000,1560000,Southampton,2021
Folarin Balogun,30000,1560000,1560000,Arsenal,2021
Illan Meslier,30000,1560000,1560000,Leeds,2021
Hwang Hee-Chan,30000,1560000,1560000,Wolverhampton,2021
Kalvin Phillips,30000,1560000,1560000,Leeds,2021
Ezri Konsa,30000,1560000,1560000,Aston Villa,2021
Marvelous Nakamba,30000,1560000,1560000,Aston Villa,2021
Filip Benkovic,30000,1560000,1560000,Leicester,2021
Haydon Roberts,29231,1520000,1520000,Brighton,2021
Amad Diallo,28846,1500000,1500000,Manchester United,2021
Nathan Patterson,28000,1456000,1456000,Everton,2021
Adam Masina,27885,1450000,1450000,Watford,2021
Imran Louza,27500,1430000,1430000,Watford,2021
William Troost-Ekong,27500,1430000,1430000,Watford,2021
Nuno Tavares,27000,1404000,1404000,Arsenal,2021
Hassane Kamara,26538,1380000,1380000,Watford,2021
Connor Roberts,26154,1360000,1360000,Burnley,2021
Mohammed Salisu,25000,1300000,1300000,Southampton,2021
Japhet Tanganga,25000,1300000,1300000,Tottenham,2021
Pierluigi Gollini,25000,1300000,1300000,Tottenham,2021
Scott Carson,25000,1300000,1300000,Manchester City,2021
Mateusz Klich,25000,1300000,1300000,Leeds,2021
Liam Cooper,25000,1300000,1300000,Leeds,2021
Diogo Dalot,25000,1300000,1300000,Manchester United,2021
Jose Sa,25000,1300000,1300000,Wolverhampton,2021
David Raya,25000,1300000,1300000,Brentford,2021
Tom Davies,25000,1300000,1300000,Everton,2021
Frank Onyeka,25000,1300000,1300000,Brentford,2021
Angus Gunn,25000,1300000,1300000,Norwich,2021
Neco Williams,25000,1300000,1300000,Liverpool,2021
Pontus Jansson,25000,1300000,1300000,Brentford,2021
Sergi Canos,25000,1300000,1300000,Brentford,2021
Kenny McLean,25000,1300000,1300000,Norwich,2021
Demarai Gray,25000,1300000,1300000,Everton,2021
Teemu Pukki,25000,1300000,1300000,Norwich,2021
Tim Krul,25000,1300000,1300000,Norwich,2021
Todd Cantwell,25000,1300000,1300000,Norwich,2021
Kiko Femenia,25000,1300000,1300000,Watford,2021
Nathan Ferguson,25000,1300000,1300000,Crystal Palace,2021
Martin Kelly,25000,1300000,1300000,Crystal Palace,2021
Kenedy,25000,1300000,1300000,Chelsea,2021
Phil Bardsley,25000,1300000,1300000,Burnley,2021
Matthew Lowton,25000,1300000,1300000,Burnley,2021
Charlie Taylor,25000,1300000,1300000,Burnley,2021
Yves Bissouma,25000,1300000,1300000,Brighton,2021
Robert Sanchez,25000,1300000,1300000,Brighton,2021
Nicolas Nkoulou,24615,1280000,1280000,Watford,2021
Craig Cathcart,23462,1220000,1220000,Watford,2021
Kevin Long,23077,1200000,1200000,Burnley,2021
Eldin Jakupovic,23077,1200000,1200000,Leicester,2021
Aaron Connolly,23077,1200000,1200000,Brighton,2021
Max Aarons,22500,1170000,1170000,Norwich,2021
Lukas Rupp,22500,1170000,1170000,Norwich,2021
Juraj Kucka,22115,1150000,1150000,Watford,2021
Romain Saiss,21923,1140000,1140000,Wolverhampton,2021
Isaac Hayden,21923,1140000,1140000,Newcastle,2021
Harry Lewis,21154,1100000,1100000,Southampton,2021
Alex Kral,20769,1080000,1080000,West Ham,2021
Mathias Normann,20385,1060000,1060000,Norwich,2021
Luke Ayling,20000,1040000,1040000,Leeds,2021
Yoane Wissa,20000,1040000,1040000,Brentford,2021
Grant Hanley,20000,1040000,1040000,Norwich,2021
Mathias Jensen,20000,1040000,1040000,Brentford,2021
Oleksandr Zinchenko,20000,1040000,1040000,Manchester City,2021
Daniel Amartey,20000,1040000,1040000,Leicester,2021
Ben Johnson,20000,1040000,1040000,West Ham,2021
Joshua Da Silva,20000,1040000,1040000,Brentford,2021
Kjell Scherpen,20000,1040000,1040000,Brighton,2021
Ivan Toney,20000,1040000,1040000,Brentford,2021
Kyle Walker-Peters,20000,1040000,1040000,Southampton,2021
Adam Forshaw,20000,1040000,1040000,Leeds,2021
Robin Olsen,20000,1040000,1040000,Aston Villa,2021
Cole Palmer,20000,1040000,1040000,Manchester City,2021
Jed Steer,20000,1040000,1040000,Aston Villa,2021
Wayne Hennessey,20000,1040000,1040000,Burnley,2021
Pascal Struijk,20000,1040000,1040000,Leeds,2021
Tahith Chong,20000,1040000,1040000,Manchester United,2021
Christoph Zimmermann,19423,1010000,1010000,Norwich,2021
Wesley Fofana,19231,1000000,1000000,Leicester,2021
Christos Tzolis,19231,1000000,1000000,Norwich,2021
Dan Burn,19231,1000000,1000000,Newcastle,2021
Jaroslaw Jach,17500,910000,910000,Crystal Palace,2021
Marc Navarro,17500,910000,910000,Watford,2021
Will Smallbone,17308,900000,900000,Southampton,2021
Willy Caballero,17115,890000,890000,Southampton,2021
Michael McGovern,16923,880000,880000,Norwich,2021
Cucho Hernandez,16731,870000,870000,Watford,2021
Peter Etebo,16538,860000,860000,Watford,2021
Robert Elliot,16346,850000,850000,Watford,2021
Saman Ghoddos,15000,780000,780000,Brentford,2021
Maximilian Kilman,15000,780000,780000,Wolverhampton,2021
Freddie Woodman,15000,780000,780000,Newcastle,2021
Jonjoe Kenny,15000,780000,780000,Everton,2021
Jarrad Branthwaite,15000,780000,780000,Everton,2021
Taylor Richards,15000,780000,780000,Brighton,2021
Steven Alzate,15000,780000,780000,Brighton,2021
Moises Caicedo,15000,780000,780000,Brighton,2021
Jason Steele,15000,780000,780000,Brighton,2021
Dan Burn,15000,780000,780000,Brighton,2021
Zanka,15000,780000,780000,Brentford,2021
Ashley Fletcher,15000,780000,780000,Watford,2021
Emmanuel Dennis,15000,780000,780000,Watford,2021
Ken Sema,15000,780000,780000,Watford,2021
Shandon Baptiste,15000,780000,780000,Brentford,2021
Joel Valencia,15000,780000,780000,Brentford,2021
Ethan Pinnock,15000,780000,780000,Brentford,2021
Bruno Jordao,15000,780000,780000,Wolverhampton,2021
Harvey Elliott,15000,780000,780000,Liverpool,2021
Edo Kayembe,14808,770000,770000,Watford,2021
Samuel Kalu,14038,730000,730000,Watford,2021
Kayky,13462,700000,700000,Manchester City,2021
Joao Pedro,12500,650000,650000,Watford,2021
Nathan Tella,12500,650000,650000,Southampton,2021
Josh Sargent,12115,630000,630000,Norwich,2021
Andrew Omobamidele,12115,630000,630000,Norwich,2021
Samir,11731,610000,610000,Watford,2021
Luke Cundle,11538,600000,600000,Wolverhampton,2021
Aaron Lennon,10577,550000,550000,Burnley,2021
Rhys Williams,10000,520000,520000,Liverpool,2021
Nathan Collins,10000,520000,520000,Burnley,2021
Kiernan Dewsbury-Hall,10000,520000,520000,Leicester,2021
Mark Gillespie,10000,520000,520000,Newcastle,2021
Luke Thomas,10000,520000,520000,Leicester,2021
Chiquinho,10000,520000,520000,Wolverhampton,2021
Rayan Ait-Nouri,10000,520000,520000,Wolverhampton,2021
Curtis Jones,10000,520000,520000,Liverpool,2021
Jakub Moder,10000,520000,520000,Brighton,2021
Andy Lonergan,10000,520000,520000,Everton,2021
Kristoffer Klaesson,10000,520000,520000,Leeds,2021
Anthony Gordon,10000,520000,520000,Everton,2021
Jacob Soerensen,10000,520000,520000,Norwich,2021
Matija Sarkic,10000,520000,520000,Wolverhampton,2021
Caoimhin Kelleher,10000,520000,520000,Liverpool,2021
Mads Roerslev,10000,520000,520000,Brentford,2021
Mads Bidstrup,10000,520000,520000,Brentford,2021
Alvaro Fernandez,10000,520000,520000,Brentford,2021
Joe Rodon,9615,500000,500000,Tottenham,2021
Francisco Sierralta,9423,490000,490000,Watford,2021
Sam McQueen,8077,420000,420000,Southampton,2021
Kortney Hause,8077,420000,420000,Aston Villa,2021
Yerson Mosquera,8000,416000,416000,Wolverhampton,2021
Tino Livramento,8000,416000,416000,Southampton,2021
David Martin,8000,416000,416000,West Ham,2021
Charlie Goode,8000,416000,416000,Brentford,2021
Kieran Dowell,7500,390000,390000,Norwich,2021
Dimitris Giannoulis,7500,390000,390000,Norwich,2021
Hamza Choudhury,7500,390000,390000,Leicester,2021
Armando Broja,6538,340000,340000,Southampton,2021
Przemyslaw Placheta,6154,320000,320000,Norwich,2021
Julian Jeanvier,6154,320000,320000,Brentford,2021
John Ruddy,5769,300000,300000,Wolverhampton,2021
Will Norris,5769,300000,300000,Burnley,2021
Finley Stevens,5385,280000,280000,Brentford,2021
Remi Matthews,5385,280000,280000,Crystal Palace,2021
Billy Gilmour,5000,260000,260000,Norwich,2021
Tariqe Fosu,5000,260000,260000,Brentford,2021
Rocky Bushiri,5000,260000,260000,Norwich,2021
Myles Peart-Harris,5000,260000,260000,Brentford,2021
Marcus Forss,5000,260000,260000,Brentford,2021
Toti Gomes,5000,260000,260000,Wolverhampton,2021
Luka Racic,5000,260000,260000,Brentford,2021
Adam Idah,5000,260000,260000,Norwich,2021
Crysencio Summerville,5000,260000,260000,Leeds,2021
Joe Gelhardt,5000,260000,260000,Leeds,2021
Anthony Elanga,5000,260000,260000,Manchester United,2021
Dwight McNeil,5000,260000,260000,Burnley,2021
Brandon Austin,5000,260000,260000,Tottenham,2021
Billy Arce,4808,250000,250000,Brighton,2021
Mads Bech,4038,210000,210000,Brentford,2021
Dominic Thompson,3462,180000,180000,Brentford,2021
Tyler Roberts,3462,180000,180000,Leeds,2021
Daniel Bachmann,3269,170000,170000,Watford,2021
Ellery Balcombe,3269,170000,170000,Brentford,2021
Jan Zamburek,3077,160000,160000,Brentford,2021
Jeremy Ngakia,2500,130000,130000,Watford,2021
Bali Mumba,2308,120000,120000,Norwich,2021
Santiago Munoz,2308,120000,120000,Newcastle,2021
Charlie Cresswell,2115,110000,110000,Leeds,2021
Sam Greenwood,2000,104000,104000,Leeds,2021
Yan Valery,1923,100000,100000,Southampton,2021
Yaser Asprilla,1923,100000,100000,Watford,2021
Jonas Lossl,1731,90000,90000,Brentford,2021
Arthur Okonkwo,1538,80000,80000,Arsenal,2021
Carney Chukwuemeka,1538,80000,80000,Aston Villa,2021
Jamie Shackleton,1538,80000,80000,Leeds,2021
Sean Longstaff,1000,52000,52000,Newcastle,2021
Kwadwo Baah,962,50000,50000,Watford,2021
Liam McCarron,769,40000,40000,Leeds,2021
Flynn Clarke,769,40000,40000,Norwich,2021
Thierry Small,400,20800,20800,Southampton,2021
Cristiano Ronaldo,515000,26780000,26780000,Manchester United,2022
Kevin De Bruyne,400000,20800000,20800000,Manchester City,2022
Erling Haaland,375000,19500000,19500000,Manchester City,2022
David de Gea,375000,19500000,19500000,Manchester United,2022
Jadon Sancho,350000,18200000,18200000,Manchester United,2022
Casemiro,350000,18200000,18200000,Manchester United,2022
Mohamed Salah,350000,18200000,18200000,Liverpool,2022
Raphael Varane,340000,17680000,17680000,Manchester United,2022
Raheem Sterling,325000,16900000,16900000,Chelsea,2022
Jack Grealish,300000,15600000,15600000,Manchester City,2022
Kalidou Koulibaly,295000,15340000,15340000,Chelsea,2022
N'Golo Kante,290000,15080000,15080000,Chelsea,2022
Gabriel Jesus,265000,13780000,13780000,Arsenal,2022
Kai Havertz,250000,13000000,13000000,Chelsea,2022
Reece James,250000,13000000,13000000,Chelsea,2022
Anthony Martial,250000,13000000,13000000,Manchester United,2022
Joao Cancelo,250000,13000000,13000000,Manchester City,2022
John Stones,250000,13000000,13000000,Manchester City,2022
Bruno Fernandes,240000,12480000,12480000,Manchester United,2022
Phil Foden,225000,11700000,11700000,Manchester City,2022
Rodri,220000,11440000,11440000,Manchester City,2022
Virgil van Dijk,220000,11440000,11440000,Liverpool,2022
Marcel Sabitzer,210000,10920000,10920000,Manchester United,2022
Wesley Fofana,200000,10400000,10400000,Chelsea,2022
Harry Kane,200000,10400000,10400000,Tottenham,2022
Thiago Alcantara,200000,10400000,10400000,Liverpool,2022
Antony,200000,10400000,10400000,Manchester United,2022
Ben Chilwell,200000,10400000,10400000,Chelsea,2022
Marcus Rashford,200000,10400000,10400000,Manchester United,2022
Thomas Partey,200000,10400000,10400000,Arsenal,2022
Joao Felix,195000,10140000,10140000,Chelsea,2022
Bukayo Saka,195000,10140000,10140000,Arsenal,2022
Son Heung-Min,190000,9880000,9880000,Tottenham,2022
Harry Maguire,190000,9880000,9880000,Manchester United,2022
Trent Alexander-Arnold,180000,9360000,9360000,Liverpool,2022
Ivan Perisic,180000,9360000,9360000,Tottenham,2022
Manuel Akanji,180000,9360000,9360000,Manchester City,2022
Fabinho,180000,9360000,9360000,Liverpool,2022
Ruben Dias,180000,9360000,9360000,Manchester City,2022
Gabriel Martinelli,180000,9360000,9360000,Arsenal,2022
Enzo Fernandez,180000,9360000,9360000,Chelsea,2022
Roberto Firmino,180000,9360000,9360000,Liverpool,2022
Cesar Azpilicueta,180000,9360000,9360000,Chelsea,2022
Marc Cucurella,175000,9100000,9100000,Chelsea,2022
Cristian Romero,165000,8580000,8580000,Tottenham,2022
Riyad Mahrez,160000,8320000,8320000,Manchester City,2022
Kyle Walker,160000,8320000,8320000,Manchester City,2022
Pierre-Emerick Aubameyang,160000,8320000,8320000,Chelsea,2022
Christian Pulisic,150000,7800000,7800000,Chelsea,2022
Kepa,150000,7800000,7800000,Chelsea,2022
Kalvin Phillips,150000,7800000,7800000,Manchester City,2022
Christian Eriksen,150000,7800000,7800000,Manchester United,2022
Lucas Paqueta,150000,7800000,7800000,West Ham,2022
Bernardo Silva,150000,7800000,7800000,Manchester City,2022
Oleksandr Zinchenko,150000,7800000,7800000,Arsenal,2022
Luke Shaw,150000,7800000,7800000,Manchester United,2022
Boubacar Kamara,150000,7800000,7800000,Aston Villa,2022
Alisson Becker,150000,7800000,7800000,Liverpool,2022
Clement Lenglet,145000,7540000,7540000,Tottenham,2022
Diogo Jota,140000,7280000,7280000,Liverpool,2022
Ilkay Gundogan,140000,7280000,7280000,Manchester City,2022
Jordan Henderson,140000,7280000,7280000,Liverpool,2022
Jamie Vardy,140000,7280000,7280000,Leicester,2022
Darwin Nunez,140000,7280000,7280000,Liverpool,2022
Wilfried Zaha,130000,6760000,6760000,Crystal Palace,2022
Jordan Pickford,125000,6500000,6500000,Everton,2022
Kurt Zouma,125000,6500000,6500000,West Ham,2022
Philippe Coutinho,125000,6500000,6500000,Aston Villa,2022
Danny Ings,125000,6500000,6500000,West Ham,2022
Ruben Loftus-Cheek,120000,6240000,6240000,Chelsea,2022
Fred,120000,6240000,6240000,Manchester United,2022
Lucas Digne,120000,6240000,6240000,Aston Villa,2022
Danny Ings,120000,6240000,6240000,Aston Villa,2022
Bruno Guimaraes,120000,6240000,6240000,Newcastle,2022
John McGinn,120000,6240000,6240000,Aston Villa,2022
Yerry Mina,120000,6240000,6240000,Everton,2022
Granit Xhaka,120000,6240000,6240000,Arsenal,2022
Cody Gakpo,120000,6240000,6240000,Liverpool,2022
Alexander Isak,120000,6240000,6240000,Newcastle,2022
Alex Oxlade Chamberlain,120000,6240000,6240000,Liverpool,2022
Alex Iwobi,120000,6240000,6240000,Everton,2022
Donny van de Beek,120000,6240000,6240000,Manchester United,2022
Victor Lindelof,120000,6240000,6240000,Manchester United,2022
Ben White,120000,6240000,6240000,Arsenal,2022
Abdoulaye Doucoure,120000,6240000,6240000,Everton,2022
Kieran Trippier,120000,6240000,6240000,Newcastle,2022
Aymeric Laporte,120000,6240000,6240000,Manchester City,2022
Alphonse Areola,120000,6240000,6240000,West Ham,2022
Lisandro Martinez,120000,6240000,6240000,Manchester United,2022
Emiliano Martinez,120000,6240000,6240000,Aston Villa,2022
Naby Keita,120000,6240000,6240000,Liverpool,2022
