Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Jayden Stockley,0,0,0,Bournemouth,2015
Harry Cornick,0,0,0,Bournemouth,2015
Federico Fazio,0,0,0,Tottenham,2015
Grant Ward,0,0,0,Tottenham,2015
Filippo Costa,0,0,0,Bournemouth,2015
Elliott Ward,0,0,0,Bournemouth,2015
Josh Onomah,0,0,0,Tottenham,2015
Christian Atsu,0,0,0,Bournemouth,2015
Baily Cargill,0,0,0,Bournemouth,2015
Alessandro Diamanti,0,0,0,Watford,2015
Connor Smith,0,0,0,Watford,2015
Daniel Pudil,0,0,0,Watford,2015
Essaid Belkalem,0,0,0,Watford,2015
Fernando Forestieri,0,0,0,Watford,2015
Gabriele Angella,0,0,0,Watford,2015
Giedrius Arlauskis,0,0,0,Watford,2015
Lloyd Dyer,0,0,0,Watford,2015
Luke Simpson,0,0,0,Watford,2015
Nathan Baker,0,0,0,Aston Villa,2015
Matej Vydra,0,0,0,Watford,2015
Miguel Layun,0,0,0,Watford,2015
Libor Kozak,0,0,0,Aston Villa,2015
Uche Ikpeazu,0,0,0,Watford,2015
Victor Ibarbo,0,0,0,Watford,2015
Alex Palmer,0,0,0,West Bromwich,2015
Anders Lindegaard,0,0,0,West Bromwich,2015
Jose Crespo,0,0,0,Aston Villa,2015
Brown Ideye,0,0,0,West Bromwich,2015
Joe Cole,0,0,0,Aston Villa,2015
Joe Bennett,0,0,0,Aston Villa,2015
Jed Steer,0,0,0,Aston Villa,2015
Janoi Donacien,0,0,0,Aston Villa,2015
Gary Gardner,0,0,0,Aston Villa,2015
Gabriel Agbonlahor,0,0,0,Aston Villa,2015
Callum Robinson,0,0,0,Aston Villa,2015
Sam Westley,0,0,0,West Ham,2015
Stephane Sessegnon,0,0,0,West Bromwich,2015
Yaya Sanogo,0,0,0,Arsenal,2015
Wellington Silva,0,0,0,Arsenal,2015
Mathieu Debuchy,0,0,0,Arsenal,2015
Diego Poyet,0,0,0,West Ham,2015
Elliot Lee,0,0,0,West Ham,2015
Jon Toral,0,0,0,Arsenal,2015
Jeff Reine-Adelaide,0,0,0,Arsenal,2015
Isaac Hayden,0,0,0,Arsenal,2015
Kevin Nolan,0,0,0,West Ham,2015
Kyle Knoyle,0,0,0,West Ham,2015
Glen Kamara,0,0,0,Arsenal,2015
Emiliano Martinez,0,0,0,Arsenal,2015
Martin Samuelsen,0,0,0,West Ham,2015
Pablo Maffeo,0,0,0,Manchester City,2015
Patrick Roberts,0,0,0,Manchester City,2015
Jason Denayer,0,0,0,Manchester City,2015
George Evans,0,0,0,Manchester City,2015
Bastian Schweinsteiger,240000,12480000,14512142,Manchester United,2016
Wayne Rooney,235000,12220000,14209805,Manchester United,2016
Zlatan Ibrahimovic,220000,11440000,13302796,Manchester United,2016
Eden Hazard,215346,11198000,13021391,Chelsea,2016
Paul Pogba,200000,10400000,12093451,Manchester United,2016
David de Gea,200000,10400000,12093451,Manchester United,2016
Cesc Fabregas,198712,10333000,12015542,Chelsea,2016
Yaya Toure,190000,9880000,11488779,Manchester City,2016
Henrikh Mkhitaryan,180000,9360000,10884106,Manchester United,2016
David Silva,160000,8320000,9674761,Manchester City,2016
Sergio Aguero,160000,8320000,9674761,Manchester City,2016
Juan Mata,160000,8320000,9674761,Manchester United,2016
Kevin De Bruyne,150000,7800000,9070088,Manchester City,2016
Diego Costa,150000,7800000,9070088,Chelsea,2016
Raheem Sterling,150000,7800000,9070088,Manchester City,2016
Vincent Kompany,150000,7800000,9070088,Manchester City,2016
N'Golo Kante,150000,7800000,9070088,Chelsea,2016
Theo Walcott,140000,7280000,8465416,Arsenal,2016
Alexis Sanchez,140000,7280000,8465416,Arsenal,2016
Mesut Ozil,140000,7280000,8465416,Arsenal,2016
James Milner,140000,7280000,8465416,Liverpool,2016
Daniel Sturridge,130000,6760000,7860743,Liverpool,2016
Willian,120000,6240000,7256071,Chelsea,2016
Morgan Schneiderlin,120000,6240000,7256071,Manchester United,2016
Christian Benteke,120000,6240000,7256071,Crystal Palace,2016
Nicolas Otamendi,120000,6240000,7256071,Manchester City,2016
Morgan Schneiderlin,120000,6240000,7256071,Everton,2016
Ashley Young,120000,6240000,7256071,Manchester United,2016
Ander Herrera,115000,5980000,6953735,Manchester United,2016
Claudio Bravo,115000,5980000,6953735,Manchester City,2016
Danny Welbeck,115000,5980000,6953735,Arsenal,2016
Marcos Rojo,110000,5720000,6651398,Manchester United,2016
Anthony Martial,110000,5720000,6651398,Manchester United,2016
Aaron Ramsey,110000,5720000,6651398,Arsenal,2016
Philippe Coutinho,110000,5720000,6651398,Liverpool,2016
Luke Shaw,110000,5720000,6651398,Manchester United,2016
Pablo Zabaleta,110000,5720000,6651398,Manchester City,2016
Alvaro Negredo,108962,5666000,6588605,Middlesbrough,2016
Sadio Mane,100000,5200000,6046726,Liverpool,2016
Olivier Giroud,100000,5200000,6046726,Arsenal,2016
Riyad Mahrez,100000,5200000,6046726,Leicester,2016
Jamie Vardy,100000,5200000,6046726,Leicester,2016
Harry Kane,100000,5200000,6046726,Tottenham,2016
Roberto Firmino,100000,5200000,6046726,Liverpool,2016
Fernando,100000,5200000,6046726,Manchester City,2016
Hugo Lloris,100000,5200000,6046726,Tottenham,2016
Wilfried Bony,100000,5200000,6046726,Stoke City,2016
Fernandinho,100000,5200000,6046726,Manchester City,2016
Wilfried Bony,100000,5200000,6046726,Manchester City,2016
Thibaut Courtois,100000,5200000,6046726,Chelsea,2016
Petr Cech,100000,5200000,6046726,Arsenal,2016
John Stones,100000,5200000,6046726,Manchester City,2016
Pedro,95750,4979000,5789740,Chelsea,2016
Gael Clichy,95000,4940000,5744389,Manchester City,2016
Nolito,95000,4940000,5744389,Manchester City,2016
Leroy Sane,95000,4940000,5744389,Manchester City,2016
Juan Camilo Zuniga,93000,4836000,5623455,Watford,2016
Cesar Azpilicueta,90000,4680000,5442053,Chelsea,2016
Danny Drinkwater,90000,4680000,5442053,Leicester,2016
Marouane Fellaini,90000,4680000,5442053,Manchester United,2016
Shkodran Mustafi,90000,4680000,5442053,Arsenal,2016
Santi Cazorla,90000,4680000,5442053,Arsenal,2016
Laurent Koscielny,90000,4680000,5442053,Arsenal,2016
Yohan Cabaye,85500,4446000,5169950,Crystal Palace,2016
Jesus Navas,85000,4420000,5139717,Manchester City,2016
Mamadou Sakho,85000,4420000,5139717,Crystal Palace,2016
Son Heung-Min,85000,4420000,5139717,Tottenham,2016
Mamadou Sakho,85000,4420000,5139717,Liverpool,2016
Antonio Valencia,85000,4420000,5139717,Manchester United,2016
David Luiz,83115,4322000,5025759,Chelsea,2016
Moussa Sissoko,80000,4160000,4837381,Tottenham,2016
Michael Carrick,80000,4160000,4837381,Manchester United,2016
Andre Ayew,80000,4160000,4837381,West Ham,2016
Jack Wilshere,80000,4160000,4837381,Bournemouth,2016
Granit Xhaka,80000,4160000,4837381,Arsenal,2016
Toby Alderweireld,80000,4160000,4837381,Tottenham,2016
Loic Remy,80000,4160000,4837381,Crystal Palace,2016
Saido Berahino,80000,4160000,4837381,West Bromwich,2016
Islam Slimani,80000,4160000,4837381,Leicester,2016
Jack Wilshere,80000,4160000,4837381,Arsenal,2016
Jermain Defoe,80000,4160000,4837381,Sunderland,2016
Manolo Gabbiadini,80000,4160000,4837381,Southampton,2016
Eric Bailly,80000,4160000,4837381,Manchester United,2016
Per Mertesacker,80000,4160000,4837381,Arsenal,2016
Kasper Schmeichel,80000,4160000,4837381,Leicester,2016
Erik Lamela,80000,4160000,4837381,Tottenham,2016
Saido Berahino,80000,4160000,4837381,Stoke City,2016
Bacary Sagna,80000,4160000,4837381,Manchester City,2016
Loic Remy,80000,4160000,4837381,Chelsea,2016
Adam Lallana,80000,4160000,4837381,Liverpool,2016
Romelu Lukaku,80000,4160000,4837381,Everton,2016
Fabian Delph,80000,4160000,4837381,Manchester City,2016
Ilkay Gundogan,80000,4160000,4837381,Manchester City,2016
Gary Cahill,80000,4160000,4837381,Chelsea,2016
Jordan Henderson,80000,4160000,4837381,Liverpool,2016
Daley Blind,75000,3900000,4535044,Manchester United,2016
Danny Ings,75000,3900000,4535044,Liverpool,2016
Nathaniel Clyne,75000,3900000,4535044,Liverpool,2016
Christian Eriksen,75000,3900000,4535044,Tottenham,2016
Fernando Llorente,75000,3900000,4535044,Swansea,2016
Georginio Wijnaldum,75000,3900000,4535044,Liverpool,2016
Lucas Leiva,75000,3900000,4535044,Liverpool,2016
Gabriel Jesus,75000,3900000,4535044,Manchester City,2016
Lazar Markovic,75000,3900000,4535044,Liverpool,2016
Yannick Bolasie,75000,3900000,4535044,Everton,2016
Jose Fonte,75000,3900000,4535044,Southampton,2016
Yannick Bolasie,75000,3900000,4535044,Crystal Palace,2016
Jose Fonte,75000,3900000,4535044,West Ham,2016
Lazar Markovic,75000,3900000,4535044,Hull City,2016
Andrea Ranocchia,73615,3828000,4451320,Hull City,2016
Nemanja Matic,70000,3640000,4232708,Chelsea,2016
Leighton Baines,70000,3640000,4232708,Everton,2016
Steve Mandanda,70000,3640000,4232708,Crystal Palace,2016
Dejan Lovren,70000,3640000,4232708,Liverpool,2016
Michy Batshuayi,70000,3640000,4232708,Chelsea,2016
Kyle Walker,70000,3640000,4232708,Tottenham,2016
Kevin Mirallas,70000,3640000,4232708,Everton,2016
Mathieu Debuchy,70000,3640000,4232708,Arsenal,2016
Andy Carroll,70000,3640000,4232708,West Ham,2016
Ashley Williams,70000,3640000,4232708,Everton,2016
Chris Smalling,70000,3640000,4232708,Manchester United,2016
Aleksandar Kolarov,68904,3583000,4166427,Manchester City,2016
Virgil van Dijk,65000,3380000,3930372,Southampton,2016
Ahmed Musa,65000,3380000,3930372,Leicester,2016
Martin Caceres,65000,3380000,3930372,Southampton,2016
Sergio Romero,65000,3380000,3930372,Manchester United,2016
Sofiane Feghouli,65000,3380000,3930372,West Ham,2016
Mame Diouf,65000,3380000,3930372,Stoke City,2016
Xherdan Shaqiri,65000,3380000,3930372,Stoke City,2016
Victor Wanyama,65000,3380000,3930372,Tottenham,2016
Alberto Moreno,65000,3380000,3930372,Liverpool,2016
Jan Vertonghen,60308,3136000,3646641,Tottenham,2016
Wes Morgan,60000,3120000,3628035,Leicester,2016
Fabio Borini,60000,3120000,3628035,Sunderland,2016
Adnan Januzaj,60000,3120000,3628035,Manchester United,2016
Troy Deeney,60000,3120000,3628035,Watford,2016
Sofiane Boufal,60000,3120000,3628035,Southampton,2016
Angelo Ogbonna,60000,3120000,3628035,West Ham,2016
Dusan Tadic,60000,3120000,3628035,Southampton,2016
Loris Karius,60000,3120000,3628035,Liverpool,2016
Eric Dier,60000,3120000,3628035,Tottenham,2016
Scott Dann,60000,3120000,3628035,Crystal Palace,2016
Danny Rose,60000,3120000,3628035,Tottenham,2016
Claudio Yacob,60000,3120000,3628035,West Bromwich,2016
Connor Wickham,60000,3120000,3628035,Crystal Palace,2016
Salomon Rondon,60000,3120000,3628035,West Bromwich,2016
Winston Reid,60000,3120000,3628035,West Ham,2016
Gareth Barry,60000,3120000,3628035,Everton,2016
Adnan Januzaj,60000,3120000,3628035,Sunderland,2016
Shane Long,60000,3120000,3628035,Southampton,2016
Jeffrey Schlupp,56000,2912000,3386166,Leicester,2016
Alex Oxlade Chamberlain,55115,2866000,3332676,Arsenal,2016
Patrick van Aanholt,55000,2860000,3325699,Crystal Palace,2016
Patrick van Aanholt,55000,2860000,3325699,Sunderland,2016
Oumar Niasse,55000,2860000,3325699,Everton,2016
Simon Mignolet,55000,2860000,3325699,Liverpool,2016
Nacer Chadli,55000,2860000,3325699,West Bromwich,2016
Andros Townsend,55000,2860000,3325699,Crystal Palace,2016
Bakary Sako,55000,2860000,3325699,Crystal Palace,2016
Oumar Niasse,55000,2860000,3325699,Hull City,2016
Charlie Austin,55000,2860000,3325699,Southampton,2016
Mousa Dembele,55000,2860000,3325699,Tottenham,2016
Steven Davis,55000,2860000,3325699,Southampton,2016
Luka Milivojevic,55000,2860000,3325699,Crystal Palace,2016
Darren Fletcher,52000,2704000,3144297,West Bromwich,2016
Nacho Monreal,51673,2687000,3124529,Arsenal,2016
Ron-Robert Zieler,50000,2600000,3023363,Leicester,2016
Pedro Obiang,50000,2600000,3023363,West Ham,2016
Mauro Zarate,50000,2600000,3023363,Watford,2016
John Terry,50000,2600000,3023363,Chelsea,2016
Phil Jagielka,50000,2600000,3023363,Everton,2016
Marcos Alonso,50000,2600000,3023363,Chelsea,2016
Dele Alli,50000,2600000,3023363,Tottenham,2016
Ben Foster,50000,2600000,3023363,West Bromwich,2016
Francis Coquelin,50000,2600000,3023363,Arsenal,2016
Gabriel Paulista,50000,2600000,3023363,Arsenal,2016
Tom Cleverley,50000,2600000,3023363,Everton,2016
Asmir Begovic,50000,2600000,3023363,Chelsea,2016
James Tomkins,50000,2600000,3023363,Crystal Palace,2016
Aaron Lennon,50000,2600000,3023363,Everton,2016
Jeffrey Schlupp,50000,2600000,3023363,Crystal Palace,2016
Christian Fuchs,50000,2600000,3023363,Leicester,2016
Kelechi Iheanacho,50000,2600000,3023363,Manchester City,2016
Alvaro Arbeloa,50000,2600000,3023363,West Ham,2016
Lukasz Fabianski,50000,2600000,3023363,Swansea,2016
Phil Jones,50000,2600000,3023363,Manchester United,2016
Tom Cleverley,50000,2600000,3023363,Watford,2016
Mark Noble,50000,2600000,3023363,West Ham,2016
Giannelli Imbula,50000,2600000,3023363,Stoke City,2016
Victor Valdes,50000,2600000,3023363,Middlesbrough,2016
James McCarthy,50000,2600000,3023363,Everton,2016
Marko Arnautovic,50000,2600000,3023363,Stoke City,2016
Joe Allen,50000,2600000,3023363,Stoke City,2016
Jordan Ayew,50000,2600000,3023363,Swansea,2016
Lee Cattermole,50000,2600000,3023363,Sunderland,2016
Ross Barkley,48000,2496000,2902428,Everton,2016
Mario Suarez,48000,2496000,2902428,Watford,2016
Jonny Evans,47000,2444000,2841961,West Bromwich,2016
John O'Shea,47000,2444000,2841961,Sunderland,2016
Dieumerci Mbokani,46096,2397000,2787308,Hull City,2016
Kieran Gibbs,46000,2392000,2781494,Arsenal,2016
Calum Chambers,45000,2340000,2721027,Middlesbrough,2016
Nordin Amrabat,45000,2340000,2721027,Watford,2016
Marc Albrighton,45000,2340000,2721027,Leicester,2016
Kevin Wimmer,45000,2340000,2721027,Tottenham,2016
Hector Bellerin,45000,2340000,2721027,Arsenal,2016
Emre Can,45000,2340000,2721027,Liverpool,2016
Daryl Janmaat,45000,2340000,2721027,Watford,2016
Danny Simpson,45000,2340000,2721027,Leicester,2016
Calum Chambers,45000,2340000,2721027,Arsenal,2016
Ryan Shawcross,45000,2340000,2721027,Stoke City,2016
Willy Caballero,45000,2340000,2721027,Manchester City,2016
David Ospina,45000,2340000,2721027,Arsenal,2016
Jonas Olsson,45000,2340000,2721027,West Bromwich,2016
Lamine Kone,45000,2340000,2721027,Sunderland,2016
Idrissa Gueye,45000,2340000,2721027,Everton,2016
Matteo Darmian,45000,2340000,2721027,Manchester United,2016
Borja Baston,45000,2340000,2721027,Swansea,2016
Roberto Pereyra,45000,2340000,2721027,Watford,2016
Federico Fernandez,43000,2236000,2600092,Swansea,2016
Valon Behrami,42000,2184000,2539625,Watford,2016
Enner Valencia,40000,2080000,2418690,Everton,2016
Leroy Fer,40000,2080000,2418690,Swansea,2016
Antonio Barragan,40000,2080000,2418690,Middlesbrough,2016
Nampalys Mendy,40000,2080000,2418690,Leicester,2016
Kurt Zouma,40000,2080000,2418690,Chelsea,2016
Abel Hernandez,40000,2080000,2418690,Hull City,2016
Alex McCarthy,40000,2080000,2418690,Southampton,2016
Enner Valencia,40000,2080000,2418690,West Ham,2016
Robert Snodgrass,40000,2080000,2418690,West Ham,2016
Adama Traore,40000,2080000,2418690,Middlesbrough,2016
Jeremy Pied,40000,2080000,2418690,Southampton,2016
Ryan Mason,40000,2080000,2418690,Hull City,2016
Robert Snodgrass,40000,2080000,2418690,Hull City,2016
Ryan Bertrand,40000,2080000,2418690,Southampton,2016
Arouna Kone,40000,2080000,2418690,Everton,2016
James McArthur,40000,2080000,2418690,Crystal Palace,2016
Fraser Forster,40000,2080000,2418690,Southampton,2016
Wahbi Khazri,40000,2080000,2418690,Sunderland,2016
Yohan Benalouane,40000,2080000,2418690,Leicester,2016
Marten de Roon,40000,2080000,2418690,Middlesbrough,2016
Andy King,40000,2080000,2418690,Leicester,2016
Divock Origi,40000,2080000,2418690,Liverpool,2016
Jonathan Calleri,40000,2080000,2418690,West Ham,2016
Ryan Mason,40000,2080000,2418690,Tottenham,2016
Ramiro Funes Mori,40000,2080000,2418690,Everton,2016
Michel Vorm,40000,2080000,2418690,Tottenham,2016
Etienne Capoue,40000,2080000,2418690,Watford,2016
Carl Jenkinson,40000,2080000,2418690,Arsenal,2016
Jordy Clasie,40000,2080000,2418690,Southampton,2016
Seamus Coleman,38000,1976000,2297756,Everton,2016
Robert Huth,37500,1950000,2267522,Leicester,2016
Erik Pieters,37500,1950000,2267522,Stoke City,2016
Jordon Ibe,37000,1924000,2237288,Bournemouth,2016
Jack Rodwell,37000,1924000,2237288,Sunderland,2016
Jake Livermore,36000,1872000,2176821,West Bromwich,2016
Jake Livermore,36000,1872000,2176821,Hull City,2016
Wayne Routledge,36000,1872000,2176821,Swansea,2016
Geoff Cameron,35000,1820000,2116354,Stoke City,2016
Manuel Lanzini,35000,1820000,2116354,West Ham,2016
James Collins,35000,1820000,2116354,West Ham,2016
Adrian,35000,1820000,2116354,West Ham,2016
Matt Phillips,35000,1820000,2116354,West Bromwich,2016
James Morrison,35000,1820000,2116354,West Bromwich,2016
Patrick Bamford,35000,1820000,2116354,Burnley,2016
Robert Brady,35000,1820000,2116354,Burnley,2016
Steven Defour,35000,1820000,2116354,Burnley,2016
Stefano Okaka,35000,1820000,2116354,Watford,2016
Nathaniel Chalobah,35000,1820000,2116354,Chelsea,2016
Ruben Loftus-Cheek,35000,1820000,2116354,Chelsea,2016
Vincent Janssen,35000,1820000,2116354,Tottenham,2016
Fraizer Campbell,35000,1820000,2116354,Crystal Palace,2016
Tom Carroll,35000,1820000,2116354,Tottenham,2016
Jason Puncheon,35000,1820000,2116354,Crystal Palace,2016
Joel Ward,35000,1820000,2116354,Crystal Palace,2016
Kieran Trippier,35000,1820000,2116354,Tottenham,2016
Mathieu Flamini,35000,1820000,2116354,Crystal Palace,2016
Wilfried Zaha,35000,1820000,2116354,Crystal Palace,2016
Darron Gibson,35000,1820000,2116354,Everton,2016
Tom Carroll,35000,1820000,2116354,Swansea,2016
Leon Britton,35000,1820000,2116354,Swansea,2016
Jack Cork,35000,1820000,2116354,Swansea,2016
Kamil Grosicki,35000,1820000,2116354,Hull City,2016
Sebastian Larsson,35000,1820000,2116354,Sunderland,2016
Papy Djilobodji,35000,1820000,2116354,Sunderland,2016
Shinji Okazaki,35000,1820000,2116354,Leicester,2016
Darron Gibson,35000,1820000,2116354,Sunderland,2016
Joselu,35000,1820000,2116354,Stoke City,2016
Jack Butland,35000,1820000,2116354,Stoke City,2016
Ibrahim Afellay,35000,1820000,2116354,Stoke City,2016
Glen Johnson,35000,1820000,2116354,Stoke City,2016
Charlie Adam,35000,1820000,2116354,Stoke City,2016
Oriol Romeu,35000,1820000,2116354,Southampton,2016
Nathan Redmond,35000,1820000,2116354,Southampton,2016
Patrick Bamford,35000,1820000,2116354,Middlesbrough,2016
Rudy Gestede,35000,1820000,2116354,Middlesbrough,2016
James Ward-Prowse,35000,1820000,2116354,Southampton,2016
Pau Lopez,33154,1724000,2004722,Tottenham,2016
Stewart Downing,33000,1716000,1995419,Middlesbrough,2016
Stephen Ireland,32500,1690000,1965186,Stoke City,2016
Marc Muniesa,32500,1690000,1965186,Stoke City,2016
Jon Flanagan,32500,1690000,1965186,Liverpool,2016
Jon Flanagan,32500,1690000,1965186,Burnley,2016
Kyle Naughton,32000,1664000,1934952,Swansea,2016
Billy Jones,32000,1664000,1934952,Sunderland,2016
Artur Boruc,32000,1664000,1934952,Bournemouth,2016
Cristhian Stuani,32000,1664000,1934952,Middlesbrough,2016
Tom Huddlestone,32000,1664000,1934952,Hull City,2016
Angel Rangel,32000,1664000,1934952,Swansea,2016
Nathan Dyer,32000,1664000,1934952,Swansea,2016
Viktor Fischer,32000,1664000,1934952,Middlesbrough,2016
Chris Brunt,32000,1664000,1934952,West Bromwich,2016
David Marshall,32000,1664000,1934952,Hull City,2016
Phil Bardsley,31000,1612000,1874485,Stoke City,2016
Callum Wilson,30000,1560000,1814018,Bournemouth,2016
Jefferson Montero,30000,1560000,1814018,Swansea,2016
Luciano Narsingh,30000,1560000,1814018,Swansea,2016
Mohamed Elneny,30000,1560000,1814018,Arsenal,2016
Martin Olsson,30000,1560000,1814018,Swansea,2016
Muhamed Besic,30000,1560000,1814018,Everton,2016
Wilfred Ndidi,30000,1560000,1814018,Leicester,2016
Maarten Stekelenburg,30000,1560000,1814018,Everton,2016
Adam Bogdan,30000,1560000,1814018,Liverpool,2016
Ben Davies,30000,1560000,1814018,Tottenham,2016
Michael Dawson,30000,1560000,1814018,Hull City,2016
Gaston Ramirez,30000,1560000,1814018,Middlesbrough,2016
Joleon Lescott,30000,1560000,1814018,Sunderland,2016
Pape Souare,30000,1560000,1814018,Crystal Palace,2016
Joe Gomez,30000,1560000,1814018,Liverpool,2016
Jordi Amat,30000,1560000,1814018,Swansea,2016
Victor Moses,30000,1560000,1814018,Chelsea,2016
Jan Kirchhoff,30000,1560000,1814018,Sunderland,2016
Edimilson Fernandes,30000,1560000,1814018,West Ham,2016
Ragnar Klavan,30000,1560000,1814018,Liverpool,2016
Brad Guzan,30000,1560000,1814018,Middlesbrough,2016
Bartosz Kapustka,30000,1560000,1814018,Leicester,2016
Adam Federici,30000,1560000,1814018,Bournemouth,2016
Didier Ndong,30000,1560000,1814018,Sunderland,2016
Christian Kabasele,30000,1560000,1814018,Watford,2016
Isaac Success,30000,1560000,1814018,Watford,2016
Jose Holebas,30000,1560000,1814018,Watford,2016
Eduardo dos Reis Carvalho,30000,1560000,1814018,Chelsea,2016
Cheikhou Kouyate,30000,1560000,1814018,West Ham,2016
Aaron Cresswell,30000,1560000,1814018,West Ham,2016
Peter Crouch,30000,1560000,1814018,Stoke City,2016
Craig Dawson,30000,1560000,1814018,West Bromwich,2016
Lee Grant,30000,1560000,1814018,Stoke City,2016
Marc Wilson,30000,1560000,1814018,Bournemouth,2016
Florin Gardos,30000,1560000,1814018,Southampton,2016
Marc Wilson,30000,1560000,1814018,West Bromwich,2016
Jonathan Walters,30000,1560000,1814018,Stoke City,2016
