No,Name,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,year
8286,Jack Robinson,Sheffield United,11,879,0,0,1,0.7,0.7,0.67,1.97,1.95,0.07,0.07,0.07,0.14,0.14,0.2,0.2,2020
8323,Josh Brownhill,Burnley,33,2818,0,0,1,1.52,1.52,0.88,6.0,4.79,0.05,0.05,0.03,0.08,0.08,0.19,0.15,2020
8351,Ki-Jana Hoever,Wolverhampton Wanderers,12,568,0,0,0,0.06,0.06,0.18,1.22,1.02,0.01,0.01,0.03,0.04,0.04,0.19,0.16,2020
8366,Joao Virginia,Everton,1,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
8380,Pablo Mari,Arsenal,10,900,0,0,0,0.04,0.04,0.05,3.6,3.59,0.0,0.0,0.01,0.01,0.01,0.36,0.36,2020
8482,Bailey Peacock-Farrell,Burnley,4,360,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
8493,Jake Vokins,Southampton,1,69,0,0,0,0.0,0.0,0.04,0.17,0.14,0.0,0.0,0.05,0.05,0.05,0.23,0.18,2020
8511,Alexandre Jankewitz,Southampton,2,2,0,0,0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,4.14,4.14,2020
8566,Joel Mumbongo,Burnley,4,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
8704,Marek Rodak,Fulham,2,180,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2020
8715,Illan Meslier,Leeds,35,3150,0,0,0,0.0,0.0,0.04,5.93,5.89,0.0,0.0,0.0,0.0,0.0,0.17,0.17,2020
8716,Luke Ayling,Leeds,38,3400,0,0,0,1.44,1.44,2.99,14.2,11.88,0.04,0.04,0.08,0.12,0.12,0.38,0.31,2020
8721,Jamie Shackleton,Leeds,13,446,0,0,0,0.0,0.0,0.12,2.19,2.19,0.0,0.0,0.02,0.02,0.02,0.44,0.44,2020
8723,Ian Poveda,Leeds,14,322,0,0,0,0.66,0.66,1.26,2.02,0.1,0.18,0.18,0.35,0.54,0.54,0.57,0.03,2020
8756,Dara O'Shea,West Bromwich Albion,28,2098,0,0,0,0.06,0.06,0.12,1.9,1.84,0.0,0.0,0.01,0.01,0.01,0.08,0.08,2020
8757,Romaine Sawyers,West Bromwich Albion,19,1495,0,0,0,0.15,0.15,0.68,1.84,1.19,0.01,0.01,0.04,0.05,0.05,0.11,0.07,2020
8758,Kyle Edwards,West Bromwich Albion,5,110,0,0,0,0.12,0.12,0.02,0.19,0.05,0.1,0.1,0.02,0.11,0.11,0.16,0.04,2020
8777,Vitinha,Wolverhampton Wanderers,19,500,0,0,1,0.66,0.66,0.72,1.95,1.48,0.12,0.12,0.13,0.25,0.25,0.35,0.27,2020
8852,Kostas Tsimikas,Liverpool,2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
8864,Matty Cash,Aston Villa,28,2389,0,0,2,0.25,0.25,1.91,6.59,5.03,0.01,0.01,0.07,0.08,0.08,0.25,0.19,2020
8868,Liam Delap,Manchester City,1,39,0,0,0,0.06,0.06,0.0,0.06,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.0,2020
8905,Conor Townsend,West Bromwich Albion,25,2237,0,0,2,0.82,0.82,2.65,6.12,3.79,0.03,0.03,0.11,0.14,0.14,0.25,0.15,2020
8918,Max Lowe,Sheffield United,8,554,0,0,0,0.09,0.09,0.19,1.3,1.03,0.01,0.01,0.03,0.04,0.04,0.21,0.17,2020
8919,Leif Davis,Leeds,2,28,0,0,0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.75,0.75,2020
8940,Antonee Robinson,Fulham,28,2158,0,0,0,0.47,0.47,2.03,7.8,6.4,0.02,0.02,0.08,0.1,0.1,0.33,0.27,2020
8941,Jacob Ramsey,Aston Villa,22,593,0,0,0,0.57,0.57,0.21,2.23,1.69,0.09,0.09,0.03,0.12,0.12,0.34,0.26,2020
8965,Vladimir Coufal,West Ham,34,3056,0,0,7,1.4,1.4,6.39,14.98,8.58,0.04,0.04,0.19,0.23,0.23,0.44,0.25,2020
8966,Filip Krovinovic,West Bromwich Albion,11,537,0,0,0,0.22,0.22,0.17,0.7,0.48,0.04,0.04,0.03,0.06,0.06,0.12,0.08,2020
9082,Lewis Richardson,Burnley,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9086,Rhys Williams,Liverpool,9,661,0,0,0,0.55,0.55,0.22,2.31,2.19,0.08,0.08,0.03,0.11,0.11,0.31,0.3,2020
9098,Robert Sanchez,Brighton,27,2430,0,0,0,0.0,0.0,0.03,3.15,3.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,2020
9099,Andi Zeqiri,Brighton,9,138,0,0,0,1.03,1.03,0.11,0.83,0.49,0.67,0.67,0.07,0.74,0.74,0.54,0.32,2020
9154,Elliot Anderson,Newcastle United,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9209,Theo Corbeanu,Wolverhampton Wanderers,1,7,0,0,0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,2020
9219,Niall Huggins,Leeds,1,35,0,0,0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2020
9222,Antwoine Hackford,Sheffield United,1,4,0,0,0,0.1,0.1,0.0,0.11,0.01,2.33,2.33,0.0,2.33,2.33,2.52,0.19,2020
9249,Percy Tau,Brighton,3,100,0,0,1,0.0,0.0,0.37,0.44,0.09,0.0,0.0,0.33,0.33,0.33,0.4,0.08,2020
9250,Reda Khadra,Brighton,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9256,Caleb Watts,Southampton,3,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9257,Allan Tchaptchet,Southampton,1,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9284,Jakub Moder,Brighton,12,643,0,0,0,0.92,0.92,0.21,1.86,1.19,0.13,0.13,0.03,0.16,0.16,0.26,0.17,2020
9307,Iliman Ndiaye,Sheffield United,1,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9311,Thakgalo Leshabela,Leicester,1,8,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.28,11.28,2020
9332,Dane Scarlett,Tottenham,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9356,Carney Chukwuemeka,Aston Villa,2,16,0,0,0,0.06,0.06,0.0,0.06,0.0,0.32,0.32,0.0,0.32,0.32,0.32,0.0,2020
9359,Shola Shoretire,Manchester United,2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9395,Sidnei Tavares,Leicester,2,84,0,0,0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,2020
9406,Nathan Broadhead,Everton,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9415,Jaden Philogene,Aston Villa,1,1,0,0,0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,5.04,5.04,2020
9423,Gaetano Berardi,Leeds,2,113,0,0,0,0.07,0.07,0.0,0.23,0.23,0.06,0.06,0.0,0.06,0.06,0.18,0.18,2020
9540,Femi Seriki,Sheffield United,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9552,Tyrese Francois,Fulham,1,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9557,William Fish,Manchester United,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
9558,Hannibal Mejbri,Manchester United,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
453,Son Heung-Min,Tottenham,35,3051,23,23,7,16.99,16.99,7.85,29.62,10.34,0.5,0.5,0.23,0.73,0.73,0.87,0.31,2021
1250,Mohamed Salah,Liverpool,35,2757,23,18,13,24.36,19.8,9.79,32.16,11.22,0.8,0.65,0.32,1.11,0.97,1.05,0.37,2021
2371,Cristiano Ronaldo,Manchester United,30,2468,18,15,3,17.21,14.93,4.42,23.25,7.72,0.63,0.54,0.16,0.79,0.71,0.85,0.28,2021
647,Harry Kane,Tottenham,37,3229,17,13,9,20.69,17.64,9.82,31.89,9.81,0.58,0.49,0.27,0.85,0.77,0.89,0.27,2021
838,Sadio Mane,Liverpool,34,2833,16,16,2,16.83,16.83,5.27,28.45,11.07,0.53,0.53,0.17,0.7,0.7,0.9,0.35,2021
447,Kevin De Bruyne,Manchester City,30,2214,15,15,8,5.95,5.95,11.26,20.32,9.41,0.24,0.24,0.46,0.7,0.7,0.83,0.38,2021
755,Jamie Vardy,Leicester,25,1807,15,15,2,9.99,9.99,1.61,12.64,2.0,0.5,0.5,0.08,0.58,0.58,0.63,0.1,2021
6854,Diogo Jota,Liverpool,35,2401,15,15,4,17.35,17.35,5.87,25.78,6.92,0.65,0.65,0.22,0.87,0.87,0.97,0.26,2021
522,Wilfried Zaha,Crystal Palace,33,2762,14,9,1,10.18,4.86,4.89,12.1,3.81,0.33,0.16,0.16,0.49,0.32,0.39,0.12,2021
618,Raheem Sterling,Manchester City,30,2119,13,11,5,15.78,13.49,5.02,23.1,9.67,0.67,0.57,0.21,0.88,0.79,0.98,0.41,2021
998,Ivan Toney,Brentford,33,2905,12,7,5,12.05,8.24,7.34,12.17,2.39,0.37,0.26,0.23,0.6,0.48,0.38,0.07,2021
1776,Jarrod Bowen,West Ham,36,3003,12,12,10,12.93,12.93,5.82,21.7,6.55,0.39,0.39,0.17,0.56,0.56,0.65,0.2,2021
6818,James Maddison,Leicester,35,2480,12,12,8,6.5,6.5,5.67,14.61,5.83,0.24,0.24,0.21,0.44,0.44,0.53,0.21,2021
750,Riyad Mahrez,Manchester City,28,1468,11,7,5,10.12,6.32,3.93,14.37,6.28,0.62,0.39,0.24,0.86,0.63,0.88,0.38,2021
7322,Bukayo Saka,Arsenal,38,3034,11,9,7,9.91,8.38,7.63,19.45,9.06,0.29,0.25,0.23,0.52,0.48,0.58,0.27,2021
7696,Teemu Pukki,Norwich,37,3278,11,8,3,11.45,9.17,4.06,11.97,1.04,0.31,0.25,0.11,0.43,0.36,0.33,0.03,2021
7768,Mason Mount,Chelsea,32,2367,11,10,10,8.52,7.76,7.21,18.23,7.47,0.32,0.3,0.27,0.6,0.57,0.69,0.28,2021
8026,Raphinha,Leeds,35,2940,11,7,3,10.23,7.19,6.94,17.0,6.29,0.31,0.22,0.21,0.53,0.43,0.52,0.19,2021
8865,Ollie Watkins,Aston Villa,35,2970,11,10,2,11.5,10.74,3.0,17.15,5.54,0.35,0.33,0.09,0.44,0.42,0.52,0.17,2021
531,Michail Antonio,West Ham,36,2994,10,10,8,12.79,12.03,5.77,21.07,6.65,0.38,0.36,0.17,0.56,0.53,0.63,0.2,2021
843,James Ward-Prowse,Southampton,36,3222,10,6,5,5.09,2.04,6.4,11.13,9.25,0.14,0.06,0.18,0.32,0.24,0.31,0.26,2021
1228,Bruno Fernandes,Manchester United,36,3135,10,10,6,9.29,7.76,8.81,22.99,11.14,0.27,0.22,0.25,0.52,0.48,0.66,0.32,2021
6026,Richarlison,Everton,30,2532,10,7,5,10.01,7.73,4.38,11.77,3.0,0.36,0.27,0.16,0.51,0.43,0.42,0.11,2021
7230,Emile Smith Rowe,Arsenal,33,1928,10,10,2,5.36,5.36,3.03,10.87,4.79,0.25,0.25,0.14,0.39,0.39,0.51,0.22,2021
9301,Emmanuel Dennis,Watford,33,2612,10,10,6,7.01,7.01,3.96,12.35,4.42,0.24,0.24,0.14,0.38,0.38,0.43,0.15,2021
3278,Maxwel Cornet,Burnley,26,1790,9,9,1,6.71,5.95,1.76,8.56,2.59,0.34,0.3,0.09,0.43,0.39,0.43,0.13,2021
6055,Phil Foden,Manchester City,28,2141,9,9,5,9.26,9.26,6.83,19.27,6.22,0.39,0.39,0.29,0.68,0.68,0.81,0.26,2021
314,Ilkay Gundogan,Manchester City,27,1852,8,8,4,9.72,9.72,4.72,21.33,8.76,0.47,0.47,0.23,0.7,0.7,1.04,0.43,2021
468,Callum Wilson,Newcastle United,18,1401,8,6,0,7.04,5.52,0.53,5.06,0.63,0.45,0.35,0.03,0.49,0.39,0.33,0.04,2021
594,Romelu Lukaku,Chelsea,26,1571,8,7,0,7.02,6.26,3.36,12.04,4.0,0.4,0.36,0.19,0.59,0.55,0.69,0.23,2021
3585,Said Benrahma,West Ham,32,2208,8,8,6,6.16,6.16,4.77,13.89,4.22,0.25,0.25,0.19,0.45,0.45,0.57,0.17,2021
3621,Neal Maupay,Brighton,32,2271,8,7,2,8.24,6.72,2.44,13.33,5.46,0.33,0.27,0.1,0.42,0.36,0.53,0.22,2021
3635,Bernardo Silva,Manchester City,35,2865,8,8,4,7.77,7.77,6.57,25.98,14.36,0.24,0.24,0.21,0.45,0.45,0.82,0.45,2021
5220,Kai Havertz,Chelsea,29,1829,8,8,3,10.67,10.67,2.57,17.62,5.07,0.53,0.53,0.13,0.65,0.65,0.87,0.25,2021
5543,Gabriel Jesus,Manchester City,28,1885,8,7,8,10.15,9.39,5.91,19.49,6.35,0.48,0.45,0.28,0.77,0.73,0.93,0.3,2021
7698,Leandro Trossard,Brighton,34,2830,8,7,3,7.96,7.2,5.28,16.14,5.86,0.25,0.23,0.17,0.42,0.4,0.51,0.19,2021
8720,Jack Harrison,Leeds,35,2660,8,8,1,5.15,5.15,3.45,9.22,4.42,0.17,0.17,0.12,0.29,0.29,0.31,0.15,2021
9040,Conor Gallagher,Crystal Palace,34,2863,8,8,3,7.67,7.67,4.14,14.21,5.39,0.24,0.24,0.13,0.37,0.37,0.45,0.17,2021
986,Danny Ings,Aston Villa,30,1920,7,6,6,6.85,6.09,1.44,8.0,2.11,0.32,0.29,0.07,0.39,0.35,0.37,0.1,2021
2496,Rodri,Manchester City,33,2901,7,7,2,2.72,2.72,1.55,26.26,23.96,0.08,0.08,0.05,0.13,0.13,0.81,0.74,2021
2517,Martin Oedegaard,Arsenal,36,2803,7,7,4,4.22,4.22,6.6,18.24,10.91,0.14,0.14,0.21,0.35,0.35,0.59,0.35,2021
5786,Yoane Wissa,Brentford,30,1230,7,7,1,3.4,3.4,0.67,4.42,1.83,0.25,0.25,0.05,0.3,0.3,0.32,0.13,2021
7700,Che Adams,Southampton,30,2039,7,7,3,8.29,8.29,2.85,10.3,1.4,0.37,0.37,0.13,0.49,0.49,0.45,0.06,2021
501,Danny Welbeck,Brighton,25,1464,6,6,1,8.29,8.29,0.89,11.31,2.8,0.51,0.51,0.06,0.56,0.56,0.7,0.17,2021
1389,Jorginho,Chelsea,29,2285,6,0,2,5.91,0.59,2.89,16.2,15.19,0.23,0.02,0.11,0.35,0.14,0.64,0.6,2021
2335,Pablo Fornals,West Ham,36,2805,6,6,3,5.14,5.14,5.97,17.67,8.34,0.16,0.16,0.19,0.36,0.36,0.57,0.27,2021
2381,Rodrigo,Leeds,31,2280,6,5,1,5.61,4.85,3.65,10.85,3.63,0.22,0.19,0.14,0.37,0.34,0.43,0.14,2021
2662,Christian Pulisic,Chelsea,22,1276,6,6,2,6.1,6.1,1.29,8.86,2.13,0.43,0.43,0.09,0.52,0.52,0.62,0.15,2021
3697,Odsonne Edouard,Crystal Palace,28,1579,6,5,4,6.53,5.77,2.17,10.2,2.6,0.37,0.33,0.12,0.5,0.45,0.58,0.15,2021
4105,Raul Jimenez,Wolverhampton Wanderers,34,2651,6,5,4,7.07,6.31,3.39,12.29,4.06,0.24,0.21,0.12,0.36,0.33,0.42,0.14,2021
5556,Ademola Lookman,Leicester,26,1470,6,6,0,4.78,4.78,1.81,11.41,5.64,0.29,0.29,0.11,0.4,0.4,0.7,0.35,2021
5956,Youri Tielemans,Leicester,32,2638,6,4,4,4.27,2.74,4.31,14.26,8.55,0.15,0.09,0.15,0.29,0.24,0.49,0.29,2021
6681,Harvey Barnes,Leicester,32,2108,6,6,10,6.22,6.22,4.48,12.56,3.73,0.27,0.27,0.19,0.46,0.46,0.54,0.16,2021
7752,Gabriel Martinelli,Arsenal,29,1877,6,5,6,8.86,8.1,4.08,10.53,2.56,0.43,0.39,0.2,0.62,0.58,0.5,0.12,2021
8384,Armando Broja,Southampton,32,1986,6,6,0,5.89,5.89,1.46,8.28,2.01,0.27,0.27,0.07,0.33,0.33,0.38,0.09,2021
8941,Jacob Ramsey,Aston Villa,34,2493,6,6,1,3.82,3.82,2.04,11.25,6.33,0.14,0.14,0.07,0.21,0.21,0.41,0.23,2021
101,Allan Saint-Maximin,Newcastle United,35,2825,5,5,5,5.66,5.66,5.26,14.38,3.9,0.18,0.18,0.17,0.35,0.35,0.46,0.12,2021
465,Joshua King,Watford,32,2247,5,4,3,8.28,7.52,4.0,12.03,2.66,0.33,0.3,0.16,0.49,0.46,0.48,0.11,2021
482,Roberto Firmino,Liverpool,20,979,5,5,4,5.25,5.25,2.22,12.0,5.71,0.48,0.48,0.2,0.69,0.69,1.1,0.52,2021
488,Philippe Coutinho,Aston Villa,19,1364,5,5,3,3.37,3.37,2.93,8.87,4.5,0.22,0.22,0.19,0.42,0.42,0.59,0.3,2021
535,Manuel Lanzini,West Ham,30,1801,5,2,3,3.38,1.09,2.59,8.18,7.26,0.17,0.05,0.13,0.3,0.18,0.41,0.36,2021
762,Demarai Gray,Everton,34,2366,5,5,4,4.34,4.34,4.43,10.4,3.43,0.16,0.16,0.17,0.33,0.33,0.4,0.13,2021
3420,Fabinho,Liverpool,29,2320,5,3,1,5.03,3.51,1.26,10.57,9.5,0.2,0.14,0.05,0.24,0.19,0.41,0.37,2021
4456,Chris Wood,Burnley,34,2734,5,4,0,8.21,7.45,1.37,8.77,2.92,0.27,0.25,0.04,0.32,0.29,0.29,0.1,2021
5555,Dominic Calvert-Lewin,Everton,17,1297,5,3,2,6.22,3.93,1.66,5.95,1.96,0.43,0.27,0.12,0.55,0.39,0.41,0.14,2021
5613,Gabriel Magalhaes,Arsenal,35,3075,5,5,0,3.54,3.54,0.25,11.8,11.41,0.1,0.1,0.01,0.11,0.11,0.35,0.33,2021
5675,Ismaila Sarr,Watford,22,1872,5,5,2,4.25,3.49,2.92,7.6,2.06,0.2,0.17,0.14,0.34,0.31,0.37,0.1,2021
5735,Jean-Philippe Mateta,Crystal Palace,22,1153,5,5,1,5.85,5.85,0.72,6.87,2.14,0.46,0.46,0.06,0.51,0.51,0.54,0.17,2021
6482,Eddie Nketiah,Arsenal,21,803,5,5,1,4.99,4.99,1.67,7.68,2.16,0.56,0.56,0.19,0.75,0.75,0.86,0.24,2021
6691,Dejan Kulusevski,Tottenham,18,1276,5,5,8,3.02,3.02,4.15,12.61,7.7,0.21,0.21,0.29,0.51,0.51,0.89,0.54,2021
6954,Cucho Hernandez,Watford,25,1125,5,5,2,2.66,2.66,1.7,4.94,2.0,0.21,0.21,0.14,0.35,0.35,0.4,0.16,2021
7490,Mason Greenwood,Manchester United,18,1305,5,5,1,4.48,4.48,1.33,6.19,1.75,0.31,0.31,0.09,0.4,0.4,0.43,0.12,2021
8067,Reece James,Chelsea,26,1866,5,5,9,2.54,2.54,7.03,15.98,11.94,0.12,0.12,0.34,0.46,0.46,0.77,0.58,2021
8288,Tomas Soucek,West Ham,35,3062,5,5,1,5.5,5.5,2.17,9.55,5.43,0.16,0.16,0.06,0.23,0.23,0.28,0.16,2021
8327,Bruno Guimaraes,Newcastle United,17,1031,5,5,1,4.09,4.09,1.74,5.32,2.59,0.36,0.36,0.15,0.51,0.51,0.46,0.23,2021
8379,Alexis Mac Allister,Brighton,33,2102,5,3,2,6.83,4.55,2.13,10.86,6.36,0.29,0.19,0.09,0.38,0.29,0.47,0.27,2021
8845,Hwang Hee-Chan,Wolverhampton Wanderers,30,1804,5,5,1,4.2,4.2,1.61,8.48,3.61,0.21,0.21,0.08,0.29,0.29,0.42,0.18,2021
9738,Patson Daka,Leicester,23,1164,5,5,3,5.11,5.11,1.82,7.5,2.16,0.4,0.4,0.14,0.54,0.54,0.58,0.17,2021
65,Timo Werner,Chelsea,21,1291,4,4,1,6.17,6.17,0.32,9.69,3.62,0.43,0.43,0.02,0.45,0.45,0.68,0.25,2021
87,Joelinton,Newcastle United,35,2554,4,4,1,3.82,3.82,1.88,6.52,2.56,0.13,0.13,0.07,0.2,0.2,0.23,0.09,2021
318,Pierre-Emerick Aubameyang,Arsenal,14,1047,4,4,1,6.89,5.37,0.8,5.44,0.96,0.59,0.46,0.07,0.66,0.53,0.47,0.08,2021
556,Marcus Rashford,Manchester United,25,1229,4,4,2,2.82,2.82,2.43,6.92,1.98,0.21,0.21,0.18,0.38,0.38,0.51,0.15,2021
606,Christian Benteke,Crystal Palace,25,1112,4,4,1,4.72,4.72,1.67,6.6,1.33,0.38,0.38,0.13,0.52,0.52,0.53,0.11,2021
620,Kelechi Iheanacho,Leicester,26,1236,4,4,5,3.63,3.63,2.71,7.72,1.79,0.26,0.26,0.2,0.46,0.46,0.56,0.13,2021
757,Jeffrey Schlupp,Crystal Palace,32,1836,4,4,1,3.63,3.63,2.03,7.06,2.93,0.18,0.18,0.1,0.28,0.28,0.35,0.14,2021
1621,Marcos Alonso,Chelsea,28,2185,4,4,4,3.49,3.49,5.04,13.58,9.75,0.14,0.14,0.21,0.35,0.35,0.56,0.4,2021
2203,Emiliano Buendia,Aston Villa,35,1907,4,4,6,3.05,3.05,4.65,10.57,5.32,0.14,0.14,0.22,0.36,0.36,0.5,0.25,2021
2498,Aymeric Laporte,Manchester City,33,2848,4,4,0,4.45,4.45,0.61,18.64,18.22,0.14,0.14,0.02,0.16,0.16,0.59,0.58,2021
3277,Alexandre Lacazette,Arsenal,30,1800,4,2,7,7.63,5.34,3.26,9.15,3.1,0.38,0.27,0.16,0.54,0.43,0.46,0.15,2021
5595,Daniel James,Leeds,34,2516,4,4,4,7.71,7.71,4.28,12.31,1.38,0.28,0.28,0.15,0.43,0.43,0.44,0.05,2021
6042,Jan Bednarek,Southampton,31,2637,4,4,0,2.79,2.79,0.37,6.62,6.36,0.1,0.1,0.01,0.11,0.11,0.23,0.22,2021
6552,Bryan Mbeumo,Brentford,35,2934,4,3,7,9.81,9.04,3.96,17.79,6.48,0.3,0.28,0.12,0.42,0.4,0.55,0.2,2021
6817,Fred,Manchester United,28,2038,4,4,4,1.09,1.09,2.33,8.37,5.87,0.05,0.05,0.1,0.15,0.15,0.37,0.26,2021
6851,Conor Coady,Wolverhampton Wanderers,38,3369,4,4,0,2.33,2.33,0.08,5.35,5.32,0.06,0.06,0.0,0.06,0.06,0.14,0.14,2021
6853,Ruben Neves,Wolverhampton Wanderers,33,2674,4,4,2,1.12,1.12,2.24,8.25,6.52,0.04,0.04,0.08,0.11,0.11,0.28,0.22,2021
6894,Mohamed Elyounoussi,Southampton,30,2048,4,4,2,6.58,6.58,2.23,8.98,2.94,0.29,0.29,0.1,0.39,0.39,0.39,0.13,2021
8150,Anthony Gordon,Everton,35,2288,4,4,2,3.46,3.46,3.78,7.97,3.01,0.14,0.14,0.15,0.28,0.28,0.31,0.12,2021
8864,Matty Cash,Aston Villa,38,3386,4,4,3,2.48,2.48,2.9,11.01,7.56,0.07,0.07,0.08,0.14,0.14,0.29,0.2,2021
8992,Hakim Ziyech,Chelsea,23,1304,4,4,3,3.04,3.04,3.93,10.71,5.66,0.21,0.21,0.27,0.48,0.48,0.74,0.39,2021
9680,Vitaly Janelt,Brentford,31,2328,4,4,0,2.99,2.99,1.82,7.37,3.24,0.12,0.12,0.07,0.19,0.19,0.29,0.13,2021
10408,Luis Diaz,Liverpool,13,962,4,4,3,4.28,4.28,2.18,8.96,3.45,0.4,0.4,0.2,0.6,0.6,0.84,0.32,2021
332,Joel Matip,Liverpool,31,2790,3,3,3,2.72,2.72,2.08,15.5,13.81,0.09,0.09,0.07,0.15,0.15,0.5,0.45,2021
484,Divock Origi,Liverpool,7,104,3,3,0,1.68,1.68,0.0,1.52,0.39,1.45,1.45,0.0,1.45,1.45,1.32,0.34,2021
672,Jordan Ayew,Crystal Palace,31,2036,3,3,3,4.29,4.29,3.04,9.34,3.07,0.19,0.19,0.13,0.32,0.32,0.41,0.14,2021
675,Jack Grealish,Manchester City,26,1929,3,3,3,5.53,5.53,5.46,18.4,9.63,0.26,0.26,0.25,0.51,0.51,0.86,0.45,2021
775,Andros Townsend,Everton,21,1463,3,2,2,2.26,1.5,2.85,5.32,2.76,0.14,0.09,0.18,0.31,0.27,0.33,0.17,2021
782,Ben Chilwell,Chelsea,7,541,3,3,1,1.3,1.3,0.83,4.46,3.41,0.22,0.22,0.14,0.35,0.35,0.74,0.57,2021
833,Virgil van Dijk,Liverpool,34,3060,3,3,1,2.17,2.17,1.56,16.27,16.19,0.06,0.06,0.05,0.11,0.11,0.48,0.48,2021
1078,Sergi Canos,Brentford,31,2128,3,3,2,3.49,3.49,2.17,6.96,2.18,0.15,0.15,0.09,0.24,0.24,0.29,0.09,2021
1653,Michael Keane,Everton,32,2799,3,3,2,1.2,1.2,1.34,3.25,2.65,0.04,0.04,0.04,0.08,0.08,0.1,0.09,2021
1654,Ben Mee,Burnley,21,1839,3,3,0,2.56,2.56,1.27,2.57,2.48,0.13,0.13,0.06,0.19,0.19,0.13,0.12,2021
1688,Andy Robertson,Liverpool,29,2550,3,3,10,2.27,2.27,6.2,18.62,14.28,0.08,0.08,0.22,0.3,0.3,0.66,0.5,2021
1801,Pontus Jansson,Brentford,37,3325,3,3,1,4.59,4.59,0.56,5.39,3.89,0.12,0.12,0.02,0.14,0.14,0.15,0.11,2021
1822,Antonio Rudiger,Chelsea,34,3036,3,3,0,2.68,2.68,0.74,17.81,17.01,0.08,0.08,0.02,0.1,0.1,0.53,0.5,2021
2163,Diego Llorente,Leeds,28,2351,3,3,0,1.98,1.98,0.05,2.18,2.18,0.08,0.08,0.0,0.08,0.08,0.08,0.08,2021
3288,Thiago Silva,Chelsea,32,2638,3,3,0,1.07,1.07,0.25,18.05,17.85,0.04,0.04,0.01,0.05,0.05,0.62,0.61,2021
5247,Naby Keita,Liverpool,23,1181,3,3,1,2.14,2.14,1.81,7.79,5.4,0.16,0.16,0.14,0.3,0.3,0.59,0.41,2021
6345,Jadon Sancho,Manchester United,29,1891,3,3,3,4.23,4.23,4.08,12.36,5.44,0.2,0.2,0.19,0.4,0.4,0.59,0.26,2021
6615,Trevoh Chalobah,Chelsea,20,1459,3,3,1,1.18,1.18,0.27,7.68,7.43,0.07,0.07,0.02,0.09,0.09,0.47,0.46,2021
7083,Christian Noergaard,Brentford,35,3068,3,3,4,4.97,4.97,4.05,13.35,7.9,0.15,0.15,0.12,0.26,0.26,0.39,0.23,2021
